years,시도,시군구,계약종별,지점명,month,전력량
2020,대전광역시,대전,가로등,유성,1,2560691
2020,충청북도,충주시,가로등,충주,1,2932092
2020,충청북도,제천시,가로등,제천,1,1506347
2020,충청북도,보은군,가로등,보은,1,640120
2020,충청북도,옥천군,가로등,옥천,1,739964
2020,충청북도,영동군,가로등,영동,1,767222
2020,충청북도,진천군,가로등,진천,1,775514
2020,충청북도,괴산군,가로등,괴산,1,1340809
2020,충청북도,음성군,가로등,음성,1,1481199
2020,충청북도,단양군,가로등,단양,1,867416
2020,충청북도,청주시,가로등,청주,1,5654753
2020,충청북도,증평군,가로등,증평,1,407535
2020,충청남도,아산시,가로등,아산,1,2114948
2020,충청남도,보령시,가로등,보령,1,896464
2020,충청남도,공주시,가로등,공주,1,1522606
2020,충청남도,서산시,가로등,서산,1,1110631
2020,충청남도,천안시,가로등,천안,1,2699620
2020,충청남도,금산군,가로등,금산,1,649961
2020,충청남도,계룡시,가로등,계룡,1,283461
2020,충청남도,논산시,가로등,논산,1,945529
2020,충청남도,부여군,가로등,부여,1,644233
2020,충청남도,서천군,가로등,서천,1,929848
2020,충청남도,청양군,가로등,청양,1,777259
2020,충청남도,홍성군,가로등,홍성,1,787814
2020,충청남도,예산군,가로등,예산,1,917259
2020,충청남도,당진시,가로등,당진,1,1365574
2020,충청남도,태안군,가로등,태안,1,804886
2020,세종특별자치시,세종시,가로등,세종,1,3129936
2016,대전광역시,대전,가로등,동,1,1254629
2016,대전광역시,대전,가로등,중,1,1128759
2016,대전광역시,대전,가로등,서,1,2189592
2016,대전광역시,대전,가로등,대덕,1,1070176
2016,대전광역시,대전,가로등,유성,1,2450819
2016,충청북도,충주시,가로등,충주,1,2457608
2016,충청북도,제천시,가로등,제천,1,1537750
2016,충청북도,보은군,가로등,보은,1,483713
2016,충청북도,옥천군,가로등,옥천,1,770005
2016,충청북도,영동군,가로등,영동,1,618008
2016,충청북도,진천군,가로등,진천,1,991438
2016,충청북도,괴산군,가로등,괴산,1,984595
2016,충청북도,음성군,가로등,음성,1,1286517
2016,충청북도,단양군,가로등,단양,1,834999
2016,충청북도,청주시,가로등,청주,1,5213360
2016,충청북도,증평군,가로등,증평,1,355870
2016,충청남도,아산시,가로등,아산,1,1750145
2016,충청남도,보령시,가로등,보령,1,918656
2016,충청남도,공주시,가로등,공주,1,1539700
2016,충청남도,서산시,가로등,서산,1,1163530
2016,충청남도,천안시,가로등,천안,1,2794869
2016,충청남도,금산군,가로등,금산,1,959240
2016,충청남도,계룡시,가로등,계룡,1,248820
2016,충청남도,논산시,가로등,논산,1,954175
2016,충청남도,부여군,가로등,부여,1,987444
2016,충청남도,서천군,가로등,서천,1,796751
2016,충청남도,청양군,가로등,청양,1,537374
2016,충청남도,홍성군,가로등,홍성,1,1080260
2016,충청남도,예산군,가로등,예산,1,885104
2016,충청남도,당진시,가로등,당진,1,1264507
2016,충청남도,태안군,가로등,태안,1,673456
2016,세종특별자치시,세종시,가로등,세종,1,2437429
2022,대전광역시,대전,가로등,동,1,957491
2022,대전광역시,대전,가로등,중,1,898544
2022,대전광역시,대전,가로등,서,1,1709517
2022,대전광역시,대전,가로등,대덕,1,1025970
2022,대전광역시,대전,가로등,유성,1,2450557
2022,충청북도,충주시,가로등,충주,1,2828276
2022,충청북도,제천시,가로등,제천,1,1543692
2022,충청북도,보은군,가로등,보은,1,678864
2022,충청북도,옥천군,가로등,옥천,1,724535
2022,충청북도,영동군,가로등,영동,1,727056
2022,충청북도,진천군,가로등,진천,1,803039
2022,충청북도,괴산군,가로등,괴산,1,1359949
2022,충청북도,음성군,가로등,음성,1,1549343
2022,충청북도,단양군,가로등,단양,1,845761
2022,충청북도,청주시,가로등,청주,1,5681035
2022,충청북도,증평군,가로등,증평,1,411224
2022,충청남도,아산시,가로등,아산,1,2240978
2022,충청남도,보령시,가로등,보령,1,1158796
2022,충청남도,공주시,가로등,공주,1,1403657
2022,충청남도,서산시,가로등,서산,1,1172008
2022,충청남도,천안시,가로등,천안,1,2730493
2022,충청남도,금산군,가로등,금산,1,469499
2022,충청남도,계룡시,가로등,계룡,1,298403
2022,충청남도,논산시,가로등,논산,1,968283
2022,충청남도,부여군,가로등,부여,1,662019
2022,충청남도,서천군,가로등,서천,1,939261
2022,충청남도,청양군,가로등,청양,1,751319
2022,충청남도,홍성군,가로등,홍성,1,903063
2022,충청남도,예산군,가로등,예산,1,895864
2022,충청남도,당진시,가로등,당진,1,1428066
2022,충청남도,태안군,가로등,태안,1,879689
2022,세종특별자치시,세종시,가로등,세종,1,3395890
