지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),소형총증발량(mm),대형총증발량(mm),평균풍속(m/s),최대풍속(m/s),평균운량(1/10),평균중하층운량(1/10),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),평균 최저초상온도(°C),평균지면온도(°C),0.5m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C)
119,수원,2020-07,23.8,27.9,20.5,33,17.5,1002.2,1006.8,24.1,83,384.7,92.9,120.5,84.2,1.9,8,7.7,5.2,31.78,436.97,,,18.5,25.4,,,
119,수원,2020-08,26.7,30.2,24.1,34.9,21.7,1004,1008.5,30.7,89,659.3,134.2,100,70.3,2,9.1,7.6,5.6,27.65,357.68,,,22.5,27.2,,,
119,수원,2020-09,21.1,25.7,17.3,29.7,12.6,1007.6,1012.2,19.4,79,163.4,59.9,114.6,80.5,1.9,9.9,5.6,3.1,51.72,428.77,,,13.9,22.3,,,
119,수원,2020-10,13.8,19.7,8.2,24.3,2.2,1016.3,1021,10.9,70,22.2,21.9,105.4,73.6,1.5,7.5,3.7,1.7,69.25,415.47,,,3.5,14.8,,,
119,수원,2020-11,7.7,12.8,2.8,20.7,-5,1020.5,1025.4,7.8,70,56.8,43.3,63.8,44.8,1.8,8.1,3.8,2.8,60.07,269.88,,,-1.4,7.9,,,
119,수원,2020-12,-.4,4.3,-4.7,11.4,-12.6,1022,1027.1,4.1,65,4.6,2.4,47.4,33.2,1.8,7,3.5,2.5,69.63,261.57,2.4,2.4,-8.9,0,,,
119,수원,2021-01,-2.4,2.6,-7.8,14.2,-18.6,1020.1,1025.2,3.9,67,24.1,9.1,44.2,30.8,1.9,10.4,3.9,2.7,62.15,275,9.4,9.4,-11.6,-1.1,,,
119,수원,2021-02,2.2,7.8,-3.3,18.5,-10.3,1016.9,1021.9,4.8,64,9.7,3.8,64.2,45.2,2.2,8.4,3.8,2.3,65.6,335,7.4,6.6,-7.6,2.8,,,
119,수원,2021-03,8.1,14.6,2.7,22.9,-2.1,1015.2,1020.1,7.6,72,102.8,70.7,99.3,69,1.9,8.2,4.6,2.7,59.63,457.07,.3,.3,-1.6,8.7,,,
119,수원,2021-04,13.5,19.4,8,28.6,3,1013.8,1018.5,9.2,62,106.4,46.7,142.2,99.6,2.2,7.1,4.7,2.9,57.4,541.96,,,3.3,14.9,,,
119,수원,2021-05,16.5,21.8,11.6,30.4,6.2,1004.7,1009.4,14.1,77,179.2,32.6,135.2,94.8,2,8.8,5.6,3.4,47.45,544.33,,,7.2,17.8,,,
119,수원,2021-06,22.5,27.7,18.3,32.3,12.6,1003.4,1007.9,20.9,78,50.1,17.2,154.8,108.5,1.8,6.7,5.4,3.2,51.17,575.34,,,14.9,24.9,,,
119,수원,2021-07,27.7,32.5,23.8,36.3,20.2,1003.6,1008.1,28,77,134.4,33.3,178.4,125,1.8,7.5,5.6,3.2,54.16,608.7,,,21.2,29.3,,,
119,수원,2021-08,25.7,29.9,22.5,34.4,18.7,1004.2,1008.7,26.3,81,161.1,42.1,123.8,86.9,1.8,10.4,6.9,3.5,35.77,426.72,,,19.9,27.2,,,
119,수원,2021-09,22.6,27.1,18.7,29.9,15.5,1009.1,1013.7,20.2,75,164.1,70.9,126.3,88.4,2.1,6.5,5.5,3.2,50.99,428.47,,,14.9,23.1,,,
119,수원,2021-10,15.6,21,10.9,28.7,1.4,1016.8,1021.6,13.5,72,36,11.3,98.1,68.6,1.7,6.8,4.4,3,58.93,366.94,,,6.8,16.1,,,
119,수원,2021-11,7.9,13.5,3,21.8,-3.2,1015.3,1020.2,8,74,104.2,38.4,61.6,42.9,1.6,8.5,4.2,2.8,60.05,261.76,,,-2.7,7.6,,,
119,수원,2021-12,.7,5.7,-4,13.6,-14.3,1020.7,1025.7,4.6,65,12.3,3.4,48.3,33.6,1.9,9.1,3.2,2.2,63.46,244.23,3.4,2.5,-9.9,.7,,,
119,수원,2022-01,-2.2,3.1,-7.3,9.6,-11.7,1020.6,1025.8,3.1,59,3.9,.8,51.1,35.6,1.7,7.3,2.9,1.8,71.12,302.75,2,2,-14.7,-1.7,,,
119,수원,2022-02,-1.1,4.1,-6,11.5,-10.6,1021.4,1026.5,3.4,58,4,1.7,63.4,44.6,2.3,8.1,3.2,1.7,74.93,369.63,4.6,2.6,-13,-.3,,,
119,수원,2022-03,7.1,12.8,1.8,20.5,-4.2,1013.1,1018,7,68,74.7,22.1,87.1,61,2,9.9,5.1,2.9,49.99,411.98,,,-3.5,6.6,,,
119,수원,2022-04,13.5,20,8,26.2,1.3,1012.8,1017.6,9.4,61,42.4,14.2,158.8,111.2,2.1,7.3,4.2,2.5,65.03,593.27,,,3.3,15.1,,,
119,수원,2022-05,18.1,24.2,12.3,29.6,6.4,1008.1,1012.8,12.1,60,13.4,10,211,147.3,2.3,7.3,3.8,2.1,72.19,731.25,,,6.9,22.1,,,
119,수원,2022-06,23.1,27.7,19.2,31.7,13.7,1002.9,1007.5,19,69,472.1,285,153.8,107.6,2.3,9.8,6.7,5,36.82,465.63,,,16.1,25.4,,,
119,수원,2022-07,27.1,31.2,23.7,35.2,21.1,1001.4,1005.9,27.5,79,243,139.1,153.8,107.9,1.9,7.2,6.5,4.3,43.78,543.26,,,21.5,28.8,,,
119,수원,2022-08,25.5,29.2,22.6,33,14.8,1002.8,1007.3,27.6,85,640.8,192.8,117.4,82.3,1.9,6.7,7.1,5.3,34.64,413.62,,,20.4,27,,,
119,수원,2022-09,22.1,27.5,17.7,32,11.1,1009,1013.6,18.7,72,190.1,120.4,123.6,86.2,1.8,7.6,5.2,2.3,57.69,470.32,,,13.6,23.4,,,
119,수원,2022-10,14.3,19.9,9.5,27.4,2.5,1017.3,1022.1,11.8,71,108.5,38.7,100.7,70.6,1.7,7.3,3.9,2.6,67.74,408.29,,,4.8,15.1,,,
119,수원,2022-11,9.5,15.7,4.1,22.1,-7.9,1017.1,1022,8.3,69,51.4,34.7,68.9,48,1.5,6.4,3.5,2.2,65.49,284.86,,,-.5,9.1,,,
119,수원,2022-12,-3.9,.8,-8.4,9.6,-14.6,1020.7,1025.8,3.4,71,19.7,4.1,36.7,25.7,1.8,7.8,3.3,2.2,67.8,257.28,7,6,-11.3,-.8,,,
119,수원,2023-01,-2.1,3,-6.9,12.6,-16.7,1020.2,1025.3,3.8,67,38.9,25.2,46.2,32.4,1.8,7.8,3.4,2.6,65.34,286.68,5.5,5.5,-10.6,-.9,,,
119,수원,2023-02,1.6,7.2,-3.3,11.5,-7.1,1021.2,1026.2,4.2,63,.7,.5,66.2,46.7,1.7,7.3,3.4,1.9,64.93,360.11,,,-8.2,2.6,,,
119,수원,2023-03,8.5,15.9,2.1,24.9,-3.3,1015.6,1020.5,5.9,55,5.5,5.2,133.5,93.4,1.9,8.1,3.2,1.9,66.26,520.65,,,-2.6,11.1,,,
119,수원,2023-04,13,18.8,7.3,28.2,1.5,1010.2,1014.9,8.6,61,67.4,35.7,143,99.9,2.2,9.1,5.1,3.8,47.87,512.8,,,3.7,16,,,
119,수원,2023-05,18.3,24.3,12.9,30.4,5.1,1008.5,1013.1,13.6,66,120.3,46.8,170.3,119.3,1.9,6.9,5.3,3.2,53.56,617.13,,,9.4,21.5,,,
119,수원,2023-06,22.4,27.4,18.3,33.6,13.9,1002.5,1007,19.6,74,131.5,58.6,164.2,115,2,6.2,5.5,3.8,48.77,595.79,,,16.1,27,,,
119,수원,2023-07,25.9,29.9,22.8,34.4,20.5,1002.9,1007.4,27.3,83,490.5,86.3,139.4,97.6,2,7.4,6.7,5,36.76,497.13,,,22.1,27.6,,,
119,수원,2023-08,26.7,30.9,23.3,34.9,19.9,1001,1005.5,26.8,78,200.7,91.6,155.5,108.9,1.9,6.3,6.2,3.8,46.09,535.43,,,22.4,30,,,
119,수원,2023-09,23.1,27.5,19.4,32.5,13.9,1008.5,1013.1,21.2,77,135.6,36.6,121.6,84.8,1.6,5.6,6.1,3.7,45.26,426.86,,,17.6,25.4,,,
119,수원,2023-10,14.9,20.9,9.8,24.4,3,1014.3,1019,11.9,72,35.8,24.1,106.8,74.6,1.5,7.4,3.9,2.3,62.04,415.63,,,6.2,17.3,18.2,21.1,20.8
119,수원,2023-11,6.7,11.9,2.2,26.2,-6.5,1017,1022,7.6,67,99,54.5,64.1,44.9,2.2,9.4,4,3.1,57.21,276.07,.1,.1,-1.7,7.9,11.6,17.3,19.5
119,수원,2023-12,1.1,5.7,-3.3,17.6,-13.7,1020,1025,5.3,71,83.5,30.7,38.5,26.7,1.8,9,4.8,3.9,47.89,216.74,6.5,6.5,-8.5,1.5,4.6,11.2,16
119,수원,2024-01,-.6,3.7,-4.6,11.5,-13.1,1020.7,1025.8,4.2,68,21.2,10.4,45.8,32.5,1.8,7.7,4.2,3.4,55.46,265.75,2.1,2.1,-9.2,.1,2.2,7.5,12.9
119,수원,2024-02,3.4,8.1,-.6,18,-5,1019.6,1024.6,5.9,76,74.8,21.5,48.5,34.1,1.9,6.5,6.2,5.1,33.25,245.95,5.9,5.6,-5.1,3.3,3.4,6.1,10.5
119,수원,2024-03,6.5,11.9,1.4,22.5,-8.5,1013.7,1018.6,6.2,64,30.2,15.7,99.7,69.9,2.3,7.7,4.1,2.6,57.15,472.32,,,-4,8.3,6.3,6.9,9.5
119,수원,2024-04,15,21.4,9.4,27.9,3,1009.2,1013.9,10.4,64,55,18.4,130.8,91.4,1.8,6.6,5.1,2.6,54.5,551.23,,,5.4,17.3,13.6,10.4,9.9
119,수원,2024-05,17.2,23,12,27.3,6.9,1008.6,1013.3,12.9,68,109.4,45.5,177.3,124.2,2.1,9.3,4.2,2.9,60.6,680.16,,,9.3,21.3,18.1,14.4,11.8
119,수원,2024-06,22.9,28.8,17.6,35.1,12.8,1003.1,1007.7,18.1,67,137.5,72.8,181.9,127.4,1.9,6.6,4.4,2.2,66.98,712.7,,,14.7,28.6,23.9,18.3,14.1
119,수원,2024-07,26.1,29.7,23.4,33.4,20.5,1001.9,1006.4,27.6,82,403.3,151.9,125.2,87.9,2.3,8,7.7,5.9,25.64,439.49,,,22.5,27.5,25.9,21.7,17.1
119,수원,2024-08,28.4,33,25,35.7,21.2,1002.5,1007,29.2,77,127.6,50.4,157.4,109.7,1.7,6.2,4.7,3.4,51.58,581.56,,,24,31.7,28.7,24.4,19.2
119,수원,2024-09,25.1,29.6,21.6,34,15.7,1008.4,1012.9,23.7,74,219.4,94.8,135.7,95.1,1.8,5.5,5.6,4.3,49.37,455.02,,,20.1,28,26.6,25,21
119,수원,2024-10,16.1,21.1,11.6,24.8,5.6,1015.3,1020.1,13,73,97.2,55,98.4,69,1.6,6.8,4.7,3,50,363.49,,,9,18,19.6,22.3,21.3
119,수원,2024-11,9,14.9,4,24.1,-5.2,1017.2,1022.1,8,67,98.1,35.4,74.8,52.3,1.6,7,4,2.5,60.95,290.06,43,32.3,1.1,9.8,13.2,18.1,19.9
119,수원,2024-12,.2,5,-4,12.3,-8.7,1018.9,1024,3.8,61,4.5,1.9,52,36.2,1.7,6.6,3.3,2.3,65.95,271.6,12.7,.4,-8.6,.8,4.6,11.8,16.9
119,수원,2025-01,-1.1,3.8,-5.4,10.6,-12.4,1019.4,1024.5,3.6,63,20.5,6.2,48.6,34,1.7,8.4,4,3.4,55.08,269.7,16.5,13.2,-9.6,-.2,2.1,7.7,13.4
119,수원,2025-02,-1.7,3.4,-6.7,13.9,-12.5,1019.8,1024.9,3.1,57,5.4,2.2,66.8,46.6,2.2,8.3,2.1,1.6,73.85,393.28,4.6,3.9,-11.6,.4,1.5,5.8,10.9
119,수원,2025-03,7.2,13.4,1.9,24.9,-3.4,1013.7,1018.6,6,60,37.5,15.4,116.5,81.4,2.4,11.1,4.7,2.8,58.8,489.89,3.5,3.5,-2.6,9,6.7,6.6,9.5
119,수원,2025-04,12.4,18.6,6.5,26.1,.4,1007,1011.8,9.2,65,64.9,20.4,148.1,103.4,2.2,9.3,4.1,2.6,62.64,586.57,.4,.4,2.1,15.3,11.8,9.6,9.9
119,수원,2025-05,16.7,22.1,11.7,29.3,6.2,1006.4,1011.1,13.4,71,74.3,20.9,145.6,101.8,2,7.1,5.5,3.7,46.96,560.45,,,8.8,19,16.6,13,11.3
119,수원,2025-06,22.8,27.9,18.3,32.7,12.8,1002.7,1007.3,19.8,73,78.2,45.7,167.3,117,2,7.7,6.1,3.8,45.99,592.05,,,16.4,26.6,22.8,17.5,13.6
119,수원,2025-07,27.6,31.9,24.3,36.7,20.6,1002.4,1006.9,26.6,74,208.6,68.1,176.5,123.4,2,6.9,5.5,4,44.34,573.96,,,23.2,30.7,26.5,21.2,16.5
119,수원,2025-08,27.3,31.6,24,34.6,20.1,1004.2,1008.7,28.1,79,169.7,59.6,154,107.8,1.9,6.4,6.1,4,43.59,536.47,,,22.8,30.4,27.8,23.9,19
119,수원,2025-09,22.8,26.9,19.3,32.1,14.8,1008.5,1013.1,21.2,78,369.5,72.3,111.8,78.4,1.7,7.5,6.5,4.2,33.1,382.64,,,17.4,24.8,25.1,24.3,21.1
119,수원,2025-10,16.3,20.5,12.6,27.3,.5,1015.3,1020.1,14.5,75,167.3,53.8,81.4,57.1,1.8,6.3,6.5,4.6,36.06,304.91,,,9.9,17.6,19.5,21.8,21.2
119,수원,2025-11,8.3,14.1,3.2,20.2,-3.1,1017.4,1022.3,7.1,65,23,9.9,77.8,54.7,1.8,7.2,3.3,2.5,64.75,309.39,,,-2,8.7,11.7,17.2,19.5
121,영월,2015-11,8.7,12.9,5.2,20.4,-3.9,994.5,1023.7,9.5,83,88,19.4,,,1.1,7,,,22.33,,,,5,9,,,
121,영월,2015-12,1.2,6.2,-3.1,11.5,-12.6,995.5,1025.6,5.2,76,26.9,6.4,,,1,6.9,,,48.65,,,,-3.3,.8,,,
121,영월,2016-01,-3,2.3,-8.2,11.2,-17.4,994.4,1024.9,3.1,60,3.4,1.2,,,1.2,6.7,,,60.12,,,,-6.8,-3.1,,,
121,영월,2016-02,0,5.9,-5.5,16,-13.7,993.8,1024,3.7,58,54.5,18.5,,,1.4,7.2,,,60.48,,,,-4.5,1,,,
121,영월,2016-03,6.2,13.4,-.3,20.5,-11.7,992,1021.4,5.2,57,21.1,18.4,,,1.2,5.4,,,55.82,,,,-.8,9.1,,,
121,영월,2016-04,13.6,21.2,6.6,30.4,.8,984.8,1013.2,8.2,57,83.4,19,,,1.6,8,,,53.4,,,,6,18.1,,,
121,영월,2016-05,17.6,25.6,9.8,30.9,4.8,983.6,1011.4,10.8,59,51.6,16.2,,,1.4,10.1,,,61.52,,,,11.3,24.7,,,
121,영월,2016-06,22,28.9,16.3,33.2,8.9,980.1,1007.4,16.5,65,46.4,35.6,,,1.2,6.2,,,45.13,,,,17.2,28.5,,,
121,영월,2016-07,23.9,29.2,20.4,33.9,16.9,981,1008.1,23.6,81,360.6,147.3,,,.9,5.1,,,31.7,,,,21.7,28.5,,,
121,영월,2016-08,25.3,31.5,20.8,36.6,12.5,979,1005.9,23.4,75,107.5,35.1,,,1.1,6.8,,,48.75,,,,20,31.1,,,
121,영월,2016-09,20.6,26,17,31,10.4,986.2,1013.8,19.2,80,45.7,27.9,,,.9,5.7,,,29.72,,,,15.7,22.6,,,
121,영월,2016-10,14.7,20.3,10.9,27,1.9,991.2,1019.6,13.2,79,95.3,32.1,,,1,5.8,,,39.65,,,,8.2,15.9,,,
121,영월,2016-11,6.3,12.2,1.1,20.3,-7.3,993.9,1023.3,7,71,19.8,10,,,.9,5.6,,,48.19,,,,-3,6.8,,,
121,영월,2016-12,1.2,6.6,-3.7,15.2,-11,994.8,1024.9,5,74,51.1,19.2,,,.9,7.1,,,46.79,,,,-7.7,1.9,,,
121,영월,2017-01,-1.7,4.1,-6.8,14.1,-15.6,994.8,1025.2,3.7,65,14.7,6.7,,,1.1,6.8,,,61.51,,,,-10.1,-.3,,,
121,영월,2017-02,.2,6.3,-5.9,13.8,-11.2,992.7,1022.8,3.7,60,28.9,12.9,,,1.3,6.3,,,69.85,,,,-9.5,.4,,,
121,영월,2017-03,5.6,12.6,-.7,19.9,-5.5,989.9,1019.3,4.9,57,24.1,9.4,,,1.2,7.1,,,55.52,,,,-5.8,6.7,,,
121,영월,2017-04,13.5,20.7,6.3,27.8,.1,984.2,1012.6,7.8,54,71.4,18.9,,,1.5,6.8,,,61.15,,,,1.8,14.9,,,
121,영월,2017-05,18,25.8,10.9,30.9,4.7,983.9,1011.8,11.2,58,21.5,9.4,,,1.3,9.1,,,60.7,,,,7,23.3,,,
121,영월,2017-06,21.1,28.7,14.7,35.7,9,980.9,1008.2,15.1,64,55,12.1,,,1.2,6.3,,,55.08,,,,12.7,26.2,,,
121,영월,2017-07,24.9,29.2,21.8,33.1,17.6,980.8,1007.8,26.1,84,402.1,72.3,,,.7,5.8,,,26.78,,,,22.2,26.8,,,
121,영월,2017-08,23.7,28.6,20,35.1,13.7,980.9,1008,23.8,82,272.8,46.4,,,.9,7,,,31.83,,,,20.8,25.9,,,
121,영월,2017-09,18.6,25.1,13.9,28.5,7,985.8,1013.5,16.4,78,32.8,11.6,,,.7,6.2,,,52.13,,,,13.9,22.2,,,
121,영월,2017-10,14,20.9,9.3,27,-2.4,992.7,1021.2,12.1,76,22,6.8,,,.9,6.5,,,47,,,,8.6,15.9,,,
121,영월,2017-11,4.5,10.7,-1.1,19,-8.6,993.3,1022.9,5.5,63,27.9,16.7,,,1,8.4,,,56.19,,,,-3,5.6,,,
121,영월,2017-12,-2.6,2.5,-7.6,9.3,-15.4,995.1,1025.6,3.2,61,22.9,12.3,,,1,7.7,,,63.59,,,,-6.2,-1.6,,,
121,영월,2018-01,-4,1.2,-8.7,9.6,-18.5,993.3,1024,3,60,11.3,4.4,,,1.1,7.3,,,62.18,,,,-10,-2.8,,,
121,영월,2018-02,-2,4.3,-8.5,11.2,-17.3,992.8,1023.2,2.6,49,22.4,19.2,,,1.3,7.7,,,65.62,,,,-13.9,-1.8,,,
121,영월,2018-03,7.4,14.1,.9,22.6,-7,991.2,1020.5,6.2,62,56.5,18,,,1.5,8.7,,,57.7,,,,-1.6,7.5,,,
121,영월,2018-04,12.6,19.9,5.6,29.6,.6,987.1,1015.6,7.9,59,116.5,36.3,,,1.3,7.6,,,55.65,,,,3.2,14.2,,,
121,영월,2018-05,16.9,23.5,10.8,30.5,4.8,983.6,1011.5,13.2,71,135.9,32.7,,,1.2,7,,,45.87,,,,9,20.4,,,
121,영월,2018-06,21.8,29.1,16.1,34,11.2,980.5,1007.8,16.6,66,84,54.1,,,1.3,6.6,,,46.41,,,,14.1,29,,,
121,영월,2018-07,25.7,31.8,21.5,38.5,14.5,982,1009,24.6,76,238.1,75.8,,,1.1,6.3,,,50.85,,,,20.8,31.9,,,
121,영월,2018-08,26,32.3,21.5,39.9,15.3,980.8,1007.7,24.5,76,316.8,114.8,,,1.1,8.8,6.5,3,43.2,,,,20.8,31.1,,,
121,영월,2018-09,18.6,24.7,14.1,28.8,7.8,986.1,1013.9,16.8,80,165,68.5,,,1,6,6.3,3.7,39.49,,,,13.2,21.5,,,
121,영월,2018-10,10.8,17.8,6,26.3,-.4,990.5,1019.3,9.9,78,119.1,55,,,1,6.4,5.2,3.3,51.03,,,,4,13.1,,,
121,영월,2018-11,6,12.6,.9,19.3,-5.4,994.6,1024.1,7.1,77,58.3,40.9,,,.7,6.4,4.5,3,47.45,,,,-1.8,6,,,
121,영월,2018-12,-1.4,4.5,-6.6,14.3,-15.4,997,1027.5,3.9,64,36.9,17.2,,,.9,5.9,4.1,2.4,63.59,,,,-9.3,-.9,,,
121,영월,2019-01,-2.1,4.6,-8.4,9.3,-13.4,995.6,1026,2.8,55,.7,.6,,,.9,6.1,2.9,1.5,71.38,,,,-13.3,-2.7,,,
121,영월,2019-02,1.2,7.4,-4.6,13.9,-10.2,994,1024,3.8,57,34.3,23,,,1.1,5.6,5,3,61.86,,,,-7.4,.9,,,
121,영월,2019-03,6.1,13,-.2,19.1,-5,987.7,1017,5.3,60,42.5,15.9,,,1.2,8,5.1,3.5,46.86,,,,-4.6,6.5,,,
121,영월,2019-04,11.3,18.5,4.2,29.7,-3.9,986.4,1015.1,7.5,58,56.7,23.7,,,1.4,8,5.4,3.4,43.13,,,,.7,13.3,,,
121,영월,2019-05,18.1,26.4,9.7,33.7,2.8,983.7,1011.6,10,53,20.9,13.3,,,1.3,6.1,4,1.4,51.28,,,,6.6,24,,,
121,영월,2019-06,20.9,28,15.2,32.5,9,979.7,1007.1,16.4,69,126.9,76.4,,,1.1,7.8,5.8,2.8,48.02,,,,14.2,26.4,,,
121,영월,2019-07,23.8,29.6,20,36.9,13.9,979.4,1006.5,23.1,79,128.7,28.7,,,1.1,7.6,7.1,4.1,30.88,,,,19.7,27.9,,,
121,영월,2019-08,24.8,30.7,20.8,35.5,14.5,980.1,1007.1,24.3,79,118.4,47.5,,,1,6.3,6.3,3.2,47.97,,,,21.3,28.8,,,
121,영월,2019-09,20.4,26.1,16.6,31.7,11.6,987.7,1015.4,19.3,81,127.5,36.1,,,.9,9.6,7.1,4.6,32.78,,,,16.5,23.2,,,
121,영월,2019-10,14.2,20.6,9.3,26.5,2.3,990.9,1019.3,12.3,77,98.9,56.7,,,1,7,6,3.5,45.5,,,,8,16.3,,,
121,영월,2019-11,6.5,13.7,1.2,21.9,-5.5,993.6,1023.1,7.2,74,56.7,23.9,,,.8,7,4.7,3,51.24,,,,-3.5,7,,,
121,영월,2019-12,.1,5.6,-4.4,13,-11.2,995.7,1026,4.5,71,18.2,4.3,,,.8,6.8,4.1,2.7,50.38,,,,-9.7,-.1,,,
121,영월,2020-01,.8,6.8,-3.8,12.7,-9.5,993.5,1023.7,4.5,70,63.1,48.8,,,1,6.3,5.3,3.6,50.26,,,,-8.8,-.1,,,
121,영월,2020-02,2.1,8.2,-3.2,17.9,-12.9,994.7,1024.7,4.7,65,47.1,17.3,,,1.1,8,4.4,3.2,59.84,,,,-8.7,2.1,,,
121,영월,2020-03,7.4,14.6,.4,23.1,-5.9,988,1017.2,5.4,55,21.3,12.3,,,1.4,9.9,4.1,2.8,65.9,,,,-5.9,8.5,,,
121,영월,2020-04,10.3,18,3,24.5,-2.1,987.8,1016.6,5.8,49,18.1,13,,,1.7,8,3.7,2.1,65.35,,,,-3.6,14,,,
121,영월,2020-05,17.2,24.3,11.6,30.6,6.6,982.3,1010.2,12.8,69,88,26.2,,,1.3,8.5,6.2,3.9,47.2,,,,8.2,21.3,,,
121,영월,2020-06,22.9,29.8,17.4,36.8,11.3,978.8,1006,18.3,69,53.1,17.8,,,1.2,6.7,6,2.9,47.97,,,,15.7,29,,,
121,영월,2020-07,22.5,27.9,18.8,35,16,979.8,1007,21.5,80,248.4,74.7,,,1,5.3,7.6,4.1,27.86,,,,18.9,26,,,
121,영월,2020-08,25,29.8,22.2,34.3,20,982,1009.1,26.9,86,606.5,204.7,,,.9,8.9,7.3,4.5,25.61,,,,23.1,27.3,,,
121,영월,2020-09,18.7,24.4,14.8,29,9.1,984.5,1012.3,17,80,139.6,35.4,,,1.1,8.7,6.6,3.8,38.05,,,,15.2,21.4,,,
121,영월,2020-10,11.8,19.4,6,24.9,-.9,992.3,1021,9.8,73,10.5,10.3,,,.8,6.8,4.7,2.8,58.93,,,,2.4,14.9,,,
121,영월,2020-11,6.8,13.5,1.3,22.2,-5.3,995.6,1025,6.6,65,38.4,31.7,,,1,6.3,4.1,2.7,60.59,,,,-2.5,7.6,,,
121,영월,2020-12,-2.2,4.2,-7.6,11.6,-17.4,996.1,1026.6,3.4,62,10,8.6,,,.9,5.6,3.5,2.1,65.36,,,,-8.4,-.3,,,
121,영월,2021-01,-3,3.4,-8.8,13.5,-19,994.3,1024.8,3.3,61,13.1,4.4,,,1.1,9.1,3.9,2.4,61.28,,,,-12.1,-2.2,,,
121,영월,2021-02,2.2,9.1,-4.3,20.9,-11.6,991.3,1021.1,3.9,53,9.4,6.2,,,1.4,7,3.5,2,67.15,,,,-8.1,1.8,,,
121,영월,2021-03,8.2,15,2,23.5,-2.4,990.6,1019.7,6.1,61,93.8,62.2,,,1.3,6.3,4.7,3,55.05,,,,-1.8,8.4,,,
121,영월,2021-04,12.7,20.2,5.7,30,-.5,989.8,1018.4,7.3,54,95.8,50.5,,,1.5,7.8,4.8,3,54.24,,,,1.8,14.4,,,
121,영월,2021-05,15.4,21.8,9.9,31.3,2.3,981.3,1009.3,12.3,73,154.3,63.9,,,1.1,6.5,6,3.4,41.64,,,,7.5,17.5,,,
121,영월,2021-06,21,27.4,16.2,32.3,10.1,980.7,1008.1,18.1,75,141,72.9,,,1,5.5,6.6,3.5,44.36,,,,14.7,24.7,,,
121,영월,2021-07,25.4,31.8,20.8,36.6,17.1,981.6,1008.6,24.4,78,180.2,30.8,,,.9,6.6,6.2,2.6,49.72,,,,20.3,31.1,,,
121,영월,2021-08,23.3,28.7,19.9,34.8,16.8,982,1009.1,23.1,82,192.6,31.3,,,.9,7.6,7.7,4.1,27.72,,,,19.8,27.8,,,
121,영월,2021-09,19.9,25.8,15.7,28.7,12.4,986.7,1014.3,18.3,81,136.9,53.2,,,1,6.3,6.5,3.3,43.83,,,,14.7,22.8,,,
121,영월,2021-10,13.5,20.2,9.2,28.4,-.1,993.3,1021.9,12.8,80,44.8,12.5,,,.7,5.5,5.7,3.5,44.66,,,,6.5,15.6,,,
121,영월,2021-11,6.6,13.3,1.4,22.7,-5.5,990.7,1020,6.8,70,40.8,20.1,,,1,8.2,4.4,3.1,54.68,,,,-2.3,6.7,,,
121,영월,2021-12,.1,5.8,-5.1,12.7,-15.1,994.8,1025,4.2,64,3.7,1.5,,,1.1,8.6,3.4,2.6,60.19,,,,-9.1,-.1,,,
121,영월,2022-01,-2.5,3.8,-8.7,10.6,-14.3,994.6,1025.1,3,59,1.2,.7,,,.9,6.9,3.2,2,66.98,,,,-13.6,-2.2,,,
121,영월,2022-02,-1.5,4.9,-7.8,12.8,-13.4,995,1025.4,2.7,48,3.6,2.1,,,1.5,7.5,3.1,1.4,74.62,,,,-12.9,-.9,,,
121,영월,2022-03,6.8,13.9,.4,20.6,-6.3,988.4,1017.6,6,61,68.7,22.7,,,1.3,7.4,5,2.9,49.16,,,,-3.6,6.5,,,
121,영월,2022-04,13.4,21.5,5.6,29.3,-.9,988.6,1017,7.5,52,30.8,8.2,,,1.3,6.1,4.2,2.2,63.25,,,,2.6,15,,,
121,영월,2022-05,17.3,25.5,9.7,32.1,3.6,984.3,1012.2,10.1,55,10.5,6.6,,,1.2,5.9,4.3,1.9,62.45,,,,6.4,22.5,,,
121,영월,2022-06,22.1,29.1,16.6,35.8,9.1,980.3,1007.5,18,69,194.8,96.5,,,1.2,6.5,6.4,3.6,39.03,,,,15.2,26.2,,,
121,영월,2022-07,25.1,30.7,21.5,35.1,19,979.2,1006.1,25.3,81,274.3,76.8,,,.9,6.9,6.7,3.5,39.02,,,,22.5,28.8,,,
121,영월,2022-08,23.7,27.9,20.8,33.1,12.7,980.4,1007.5,25,86,442.4,109.5,,,.7,4.5,7.5,4.5,27.58,0,,,22.2,26.5,,,
121,영월,2022-09,19.5,26.4,14.7,32,8.2,986.4,1014.1,17.2,77,115.8,57.3,,,1,6.6,6.6,3.2,46.46,,,,14.8,23.3,,,
121,영월,2022-10,12.3,19.6,7.6,27.4,.4,993.5,1022.3,11.1,78,78.3,53.6,,,.8,5.5,6,4.1,45.61,,,,5.7,15.1,,,
